"","CDUID","C_YEAR","TFAREA","NTFAREA","CRPLND","NCRPLND","INSECTI","NINSECTI","REGION"
"913","4617","2016",1974534,1203,887335,1087,85399,144,"PRAIRIE"
"914","4618","1996",1728020,1795,548438,1534,28278,135,"PRAIRIE"
"915","4618","2001",1680074,1534,620500,1347,35641,144,"PRAIRIE"
"916","4618","2006",1818659,1382,645564,1190,34714,94,"PRAIRIE"
"917","4618","2011",1675948,1183,545422,1010,24304,65,"PRAIRIE"
"918","4618","2016",1483231,1074,550850,915,48649,110,"PRAIRIE"
"919","4619","1996",283857,165,41292,128,919,6,"PRAIRIE"
"920","4619","2011",301011,110,59979,86,3730,5,"PRAIRIE"
"921","4620","1996",840382,1028,497622,953,30727,87,"PRAIRIE"
"922","4620","2001",797310,885,494450,814,24305,51,"PRAIRIE"
"923","4620","2006",855046,798,499750,726,65806,102,"PRAIRIE"
"924","4620","2011",784120,664,481164,606,51195,85,"PRAIRIE"
"925","4620","2016",763572,590,489649,542,68475,96,"PRAIRIE"
"926","4621","1996",123459,147,59672,132,3157,12,"PRAIRIE"
"927","4621","2001",133049,122,77660,115,2028,10,"PRAIRIE"
"928","4621","2006",113911,109,55226,99,6917,4,"PRAIRIE"
"929","4621","2011",110981,95,62142,90,7403,5,"PRAIRIE"
"930","4621","2016",110522,72,67653,67,6843,8,"PRAIRIE"
"931","4701","1996",3397016,2961,2016994,2830,414375,1132,"PRAIRIE"
"932","4701","2001",3334535,2651,2038199,2540,205024,383,"PRAIRIE"
"933","4701","2006",3255337,2287,1965604,2136,114012,177,"PRAIRIE"
"934","4701","2011",3264613,1902,1683354,1719,142694,183,"PRAIRIE"
"935","4701","2016",3188358,1762,2158203,1655,250040,283,"PRAIRIE"
"936","4702","1996",4111021,2985,2235214,2920,179350,556,"PRAIRIE"
"937","4702","2001",4121632,2692,2417390,2596,280006,474,"PRAIRIE"
"938","4702","2006",3949074,2255,2276334,2128,113651,153,"PRAIRIE"
"939","4702","2011",3807695,1865,2033853,1705,159148,139,"PRAIRIE"
"940","4702","2016",3815403,1764,2461671,1657,260937,203,"PRAIRIE"
"941","4703","1996",4306852,2954,2029400,2879,43954,104,"PRAIRIE"
"942","4703","2001",4331661,2620,2313031,2543,70986,111,"PRAIRIE"
"943","4703","2006",4307019,2240,2363217,2132,68041,91,"PRAIRIE"
"944","4703","2011",4165748,1957,2367751,1859,166838,263,"PRAIRIE"
"945","4703","2016",4241020,1886,2623544,1782,289044,283,"PRAIRIE"
"946","4704","1996",5002938,2017,1306922,1875,16262,50,"PRAIRIE"
"947","4704","2001",5027236,1790,1428334,1636,13932,26,"PRAIRIE"
"948","4704","2006",5089839,1555,1488125,1401,43541,56,"PRAIRIE"
"949","4704","2011",4923374,1361,1477066,1237,65320,82,"PRAIRIE"
"950","4704","2016",4970752,1366,1740513,1185,143110,96,"PRAIRIE"
"951","4705","1996",3407147,3581,2111808,3417,397003,1242,"PRAIRIE"
"952","4705","2001",3306725,3231,2093902,3085,110010,234,"PRAIRIE"
"953","4705","2006",3252485,2736,2041831,2512,146434,231,"PRAIRIE"
"954","4705","2011",3159001,2295,1806333,2048,160506,178,"PRAIRIE"
"955","4705","2016",3171681,2131,2203299,1966,260453,289,"PRAIRIE"
"956","4706","1996",4153095,4510,2792627,4325,574279,1632,"PRAIRIE"
"957","4706","2001",4067478,3901,2998770,3737,256749,549,"PRAIRIE"
"958","4706","2006",4073382,3500,2978387,3282,180011,296,"PRAIRIE"
"959","4706","2011",3868267,2945,2829542,2771,303078,346,"PRAIRIE"
"960","4706","2016",4010201,2730,3202048,2540,487647,410,"PRAIRIE"
"961","4707","1996",4477117,3160,2081851,3018,57899,238,"PRAIRIE"
"962","4707","2001",4363294,2795,2467678,2681,162713,327,"PRAIRIE"
"963","4707","2006",4359718,2478,2499770,2332,99295,150,"PRAIRIE"
"964","4707","2011",4141872,2070,2498803,1952,224280,265,"PRAIRIE"
"965","4707","2016",4229388,1995,2698533,1856,438776,360,"PRAIRIE"
"966","4708","1996",5336453,3394,2204255,3269,56423,176,"PRAIRIE"
"967","4708","2001",5360174,3058,2543584,2921,147944,362,"PRAIRIE"
"968","4708","2006",5442333,2707,2510765,2539,85557,144,"PRAIRIE"
"969","4708","2011",5332788,2354,2838381,2241,206103,275,"PRAIRIE"
"970","4708","2016",5157173,2284,3239569,2147,410108,416,"PRAIRIE"
"971","4709","1996",2904925,3577,1757888,3430,86902,364,"PRAIRIE"
"972","4709","2001",2865995,3118,1749743,3010,51594,128,"PRAIRIE"
"973","4709","2006",2775039,2656,1698747,2487,97560,165,"PRAIRIE"
"974","4709","2011",2685520,2244,1699433,2091,121094,130,"PRAIRIE"
"975","4709","2016",2600231,2003,1806477,1870,244642,268,"PRAIRIE"
"976","4710","1996",2771565,2875,1847096,2775,319049,912,"PRAIRIE"
"977","4710","2001",2757106,2534,1977685,2462,75347,192,"PRAIRIE"
"978","4710","2006",2614453,2135,1822034,2001,88995,195,"PRAIRIE"
"979","4710","2011",2503018,1764,1760061,1667,86578,127,"PRAIRIE"
"980","4710","2016",2533824,1583,1928444,1506,214128,247,"PRAIRIE"
"981","4711","1996",4019224,3947,2523951,3669,421831,1060,"PRAIRIE"
"982","4711","2001",4008530,3564,2763090,3308,178664,423,"PRAIRIE"
"983","4711","2006",3959733,3273,2679561,2940,151346,270,"PRAIRIE"
"984","4711","2011",3653036,2614,2579327,2394,251863,316,"PRAIRIE"
"985","4711","2016",3819044,2454,2796980,2231,414450,426,"PRAIRIE"
"986","4712","1996",3366055,2774,1931100,2573,138533,531,"PRAIRIE"
"987","4712","2001",3283739,2377,2039613,2206,201383,500,"PRAIRIE"
"988","4712","2006",3262986,2100,1943146,1927,93024,160,"PRAIRIE"
"989","4712","2011",3013293,1727,1987263,1575,178939,221,"PRAIRIE"
"990","4712","2016",3092230,1627,2228301,1493,333550,257,"PRAIRIE"
"991","4713","1996",4168686,3026,2195879,2930,189546,647,"PRAIRIE"
"992","4713","2001",4162434,2744,2397139,2635,131742,389,"PRAIRIE"
"993","4713","2006",4071963,2407,2344289,2256,99859,194,"PRAIRIE"
"994","4713","2011",3979567,2010,2619301,1900,200685,234,"PRAIRIE"
"995","4713","2016",3958478,1911,2870171,1790,316642,281,"PRAIRIE"
"996","4714","1996",3590213,4303,2474774,4096,214304,782,"PRAIRIE"
"997","4714","2001",3513425,3812,2567447,3592,174204,488,"PRAIRIE"
"998","4714","2006",3552579,3348,2490835,3069,254438,432,"PRAIRIE"
"999","4714","2011",3333269,2636,2407565,2441,209019,354,"PRAIRIE"
"1000","4714","2016",3288914,2458,2604476,2298,375252,486,"PRAIRIE"
"1001","4715","1996",3920815,5053,2734582,4780,363993,1220,"PRAIRIE"
"1002","4715","2001",3820084,4382,2857348,4151,139928,403,"PRAIRIE"
"1003","4715","2006",3770590,3875,2741159,3602,175590,396,"PRAIRIE"
"1004","4715","2011",3484609,3094,2644199,2864,319335,453,"PRAIRIE"
"1005","4715","2016",3480716,2798,2719036,2612,347222,412,"PRAIRIE"
"1006","4716","1996",3447637,3223,1825967,3023,80731,238,"PRAIRIE"
"1007","4716","2001",3338903,2869,1837508,2701,63672,160,"PRAIRIE"
"1008","4716","2006",3286856,2518,1731596,2321,71269,140,"PRAIRIE"
"1009","4716","2011",3113254,2106,1707243,1933,157701,177,"PRAIRIE"
"1010","4716","2016",3004393,1914,1757304,1725,212559,215,"PRAIRIE"
"1011","4717","1996",3272829,2655,1509537,2417,36137,143,"PRAIRIE"
"1012","4717","2001",3240879,2460,1504291,2251,35371,133,"PRAIRIE"
"1013","4717","2006",3230459,2259,1391825,1991,57752,148,"PRAIRIE"
"1014","4717","2011",3169028,1971,1434903,1753,62932,91,"PRAIRIE"
"1015","4717","2016",2986800,1837,1429088,1616,135702,212,"PRAIRIE"
"1016","4801","1996",4115897,1817,1030506,1573,52789,110,"PRAIRIE"
"1017","4801","2001",4220370,1636,1032234,1386,43521,147,"PRAIRIE"
"1018","4801","2006",4202803,1536,1156204,1287,53408,107,"PRAIRIE"
"1019","4801","2011",4039012,1351,1184931,1155,103421,150,"PRAIRIE"
"1020","4801","2016",4088919,1303,1424716,1055,218486,151,"PRAIRIE"
"1021","4802","1996",4151773,3795,1874895,3320,149560,497,"PRAIRIE"
"1022","4802","2001",4266396,3329,1857530,2927,177654,668,"PRAIRIE"
"1023","4802","2006",4288550,3164,1915894,2704,192345,535,"PRAIRIE"
"1024","4802","2011",4303351,2790,2107254,2400,300078,561,"PRAIRIE"
"1025","4802","2016",4335861,2669,2308592,2307,501774,684,"PRAIRIE"
"1026","4803","1996",2981478,2345,1181019,1754,86911,55,"PRAIRIE"
"1027","4803","2001",2669885,2043,1136059,1632,39655,90,"PRAIRIE"
"1028","4803","2006",2743961,1811,1128300,1420,38258,64,"PRAIRIE"
"1029","4803","2011",2769432,1717,1104531,1344,121264,120,"PRAIRIE"
"1030","4803","2016",2816491,1709,1065091,1296,204845,207,"PRAIRIE"
"1031","4804","1996",4968599,1572,1119148,1443,19787,50,"PRAIRIE"
"1032","4804","2001",4790253,1487,1148371,1354,19157,63,"PRAIRIE"
"1033","4804","2006",5009680,1302,1188994,1152,18263,46,"PRAIRIE"
"1034","4804","2011",4806647,1216,1162570,1082,22519,33,"PRAIRIE"
"1035","4804","2016",4576121,1192,1257139,1021,37949,40,"PRAIRIE"
"1036","4805","1996",3913851,3165,2274887,2865,86016,246,"PRAIRIE"
"1037","4805","2001",3881126,2875,2343561,2594,83918,219,"PRAIRIE"
"1038","4805","2006",4018933,2703,2578766,2377,129292,199,"PRAIRIE"
"1039","4805","2011",3887027,2371,2651251,2104,218814,254,"PRAIRIE"
"1040","4805","2016",4079942,2427,2973947,2117,359133,370,"PRAIRIE"
"1041","4806","1996",2982989,5126,1461621,3984,28932,100,"PRAIRIE"
"1042","4806","2001",3015885,4941,1484661,3934,36083,120,"PRAIRIE"
"1043","4806","2006",3069120,4905,1503996,3818,41576,135,"PRAIRIE"
"1044","4806","2011",2825114,4186,1419428,3299,83727,230,"PRAIRIE"
"1045","4806","2016",3036285,3905,1381772,3016,126216,234,"PRAIRIE"
"1046","4807","1996",4589105,3664,2316607,3298,71788,187,"PRAIRIE"
"1047","4807","2001",4618149,3316,2345174,2980,68333,188,"PRAIRIE"
"1048","4807","2006",4559982,3019,2221333,2635,84564,176,"PRAIRIE"
"1049","4807","2011",4441566,2701,2244580,2393,95052,102,"PRAIRIE"
"1050","4807","2016",4545279,2688,2334500,2329,139006,149,"PRAIRIE"
"1051","4808","1996",2334047,4960,1302000,3980,23420,99,"PRAIRIE"
"1052","4808","2001",2366009,4542,1335829,3662,16836,70,"PRAIRIE"
"1053","4808","2006",2347848,4203,1244067,3351,30739,126,"PRAIRIE"
"1054","4808","2011",2285289,3682,1276681,3012,75350,182,"PRAIRIE"
"1055","4808","2016",2443685,3591,1380890,2850,69736,181,"PRAIRIE"
"1056","4809","1996",724576,1377,200595,1062,816,6,"PRAIRIE"
"1057","4809","2001",795430,1268,203000,1002,1453,7,"PRAIRIE"
"1058","4809","2006",846781,1209,205891,940,1671,11,"PRAIRIE"
"1059","4809","2011",715023,1096,193439,875,2807,8,"PRAIRIE"
"1060","4809","2016",674831,1013,165053,790,1211,9,"PRAIRIE"
"1061","4810","1996",4846742,6565,2925104,5841,59577,169,"PRAIRIE"
"1062","4810","2001",4723840,5694,2903585,5134,93793,232,"PRAIRIE"
"1063","4810","2006",4720015,5217,2857276,4529,141487,333,"PRAIRIE"
"1064","4810","2011",4825579,4616,2968030,4083,108631,191,"PRAIRIE"
"1065","4810","2016",4708299,4431,3043290,3847,182645,296,"PRAIRIE"
"1066","4811","1996",2869357,7359,1551989,5811,30728,171,"PRAIRIE"
"1067","4811","2001",2830298,6618,1564057,5222,26730,143,"PRAIRIE"
"1068","4811","2006",2869267,6060,1592851,4696,57432,202,"PRAIRIE"
"1069","4811","2011",2568471,5034,1470974,4049,46309,191,"PRAIRIE"
"1070","4811","2016",2582764,4589,1512714,3638,102538,280,"PRAIRIE"
"1071","4812","1996",2394778,2939,889991,2561,19253,54,"PRAIRIE"
"1072","4812","2001",2604444,2830,967875,2481,11158,55,"PRAIRIE"
"1073","4812","2006",2462573,2530,874898,2142,48600,160,"PRAIRIE"
"1074","4812","2011",2319113,2220,873003,1932,42629,59,"PRAIRIE"
"1075","4812","2016",2175166,1987,841007,1695,50211,125,"PRAIRIE"
"1076","4813","1996",3114934,5466,1520063,4770,20360,149,"PRAIRIE"
"1077","4813","2001",3102847,4921,1579758,4346,17585,86,"PRAIRIE"
"1078","4813","2006",3043952,4476,1427880,3784,43208,174,"PRAIRIE"
"1079","4813","2011",2836077,3833,1454587,3305,63536,179,"PRAIRIE"
"1080","4813","2016",2730850,3477,1468125,2922,120338,296,"PRAIRIE"
"1081","4814","1996",512823,927,155865,755,976,13,"PRAIRIE"
"1082","4814","2001",537326,904,175636,751,164,6,"PRAIRIE"
"1083","4814","2006",512896,785,157269,630,2567,12,"PRAIRIE"
"1084","4814","2011",480869,695,155462,552,704,8,"PRAIRIE"
"1085","4814","2016",453382,611,155032,485,6586,15,"PRAIRIE"
"1086","4817","1996",2751855,3088,1354178,2860,27992,99,"PRAIRIE"
"1087","4817","2001",2800113,2758,1415400,2553,75401,186,"PRAIRIE"
"1088","4817","2006",2677036,2513,1296188,2221,129836,304,"PRAIRIE"
"1089","4817","2011",2595180,2231,1352195,2026,208768,338,"PRAIRIE"
"1090","4817","2016",2455978,1961,1360762,1780,213785,324,"PRAIRIE"
"1091","4818","1996",692648,798,265799,693,3982,17,"PRAIRIE"
"1092","4818","2001",735103,821,308221,726,6273,25,"PRAIRIE"
"1093","4818","2006",731147,721,288724,611,8196,15,"PRAIRIE"
"1094","4818","2011",734790,639,305074,543,18642,21,"PRAIRIE"
"1095","4818","2016",653706,534,293024,459,25425,42,"PRAIRIE"
"1096","4819","1996",3591403,3889,2154821,3628,56870,163,"PRAIRIE"
"1097","4819","2001",3576891,3531,2225532,3294,129359,301,"PRAIRIE"
"1098","4819","2006",3512853,3147,2129803,2828,196589,294,"PRAIRIE"
"1099","4819","2011",3396940,2734,2165339,2467,314715,338,"PRAIRIE"
"1100","4819","2016",3344632,2423,2280597,2204,316760,352,"PRAIRIE"
"1101","5901","1996",198985,474,25262,300,57,10,"BC"
"1102","5901","2001",245212,418,26661,285,28,9,"BC"
"1103","5901","2006",241327,395,25003,283,33,7,"BC"
"1104","5901","2011",197863,396,24259,275,45,4,"BC"
"1105","5901","2016",176978,348,21443,245,26,4,"BC"
"1106","5903","1996",56872,594,27364,452,2188,89,"BC"
"1107","5903","2001",67474,609,28582,463,1675,82,"BC"
"1108","5903","2006",67554,562,28253,441,2634,65,"BC"
"1109","5903","2011",61116,552,27282,428,1565,73,"BC"
"1110","5903","2016",52551,537,25330,426,840,67,"BC"
"1111","5905","1996",118946,357,19610,268,549,18,"BC"
"1112","5905","2001",140645,353,20763,284,234,16,"BC"
"1113","5905","2006",131609,392,16291,285,652,12,"BC"
"1114","5905","2011",107344,325,14125,251,212,13,"BC"
"1115","5905","2016",84613,272,11078,213,212,12,"BC"
"1116","5907","1996",168331,1754,29352,1534,10465,936,"BC"
"1117","5907","2001",189941,1611,30675,1427,9977,821,"BC"
"1118","5907","2006",210635,1621,30989,1404,10911,686,"BC"
"1119","5907","2011",207713,1506,29403,1360,10427,646,"BC"
"1120","5907","2016",201237,1292,24887,1183,8357,577,"BC"
"1121","5909","1996",134559,2977,73598,1937,11826,455,"BC"
"1122","5909","2001",120267,2661,78578,1866,13541,454,"BC"
"1123","5909","2006",139870,2567,82519,1796,14998,379,"BC"
"1124","5909","2011",157746,2743,89920,1942,17606,462,"BC"
"1125","5909","2016",150371,2576,91957,1849,16715,473,"BC"
"1126","5915","1996",98041,3464,58033,1882,16678,467,"BC"
"1127","5915","2001",98187,2854,56747,1657,16189,414,"BC"
"1128","5915","2006",101400,2618,59517,1565,17172,307,"BC"
"1129","5915","2011",100549,2821,61156,1790,21386,408,"BC"
"1130","5915","2016",94839,2412,61495,1615,26190,425,"BC"
"1131","5917","1996",37210,1082,10617,722,1361,78,"BC"
"1132","5917","2001",38322,974,12966,676,1379,62,"BC"
"1133","5917","2006",33514,991,9534,675,1121,46,"BC"
"1134","5917","2011",33621,1093,11742,781,405,45,"BC"
"1135","5917","2016",32779,1003,11032,743,759,40,"BC"
"1136","5919","1996",33744,772,13584,470,1385,42,"BC"
"1137","5919","2001",34586,691,14713,469,344,32,"BC"
"1138","5919","2006",28562,700,12747,474,107,16,"BC"
"1139","5919","2011",26779,685,13217,472,321,20,"BC"
"1140","5919","2016",24923,632,12845,456,264,15,"BC"
"1141","5921","1996",24727,493,7993,310,584,27,"BC"
"1142","5921","2001",29853,490,10007,333,381,25,"BC"
"1143","5921","2006",20466,461,8237,294,769,9,"BC"
"1144","5921","2011",19614,478,6985,306,501,15,"BC"
"1145","5921","2016",28592,455,6669,313,518,15,"BC"
"1146","5923","1996",6127,80,2211,55,90,4,"BC"
"1147","5925","1996",33119,439,11218,320,604,27,"BC"
"1148","5925","2001",33853,445,10442,332,675,27,"BC"
"1149","5925","2006",31849,497,12722,339,621,19,"BC"
"1150","5926","2011",27891,432,10574,325,381,11,"BC"
"1151","5926","2016",23854,416,10654,303,565,12,"BC"
"1152","5927","1996",3690,96,353,55,18,6,"BC"
"1153","5927","2001",3935,98,401,59,18,3,"BC"
"1154","5927","2006",4009,85,466,59,17,3,"BC"
"1155","5927","2011",4429,94,532,69,6,4,"BC"
"1156","5929","1996",4028,107,893,63,37,6,"BC"
"1157","5929","2001",2003,97,599,66,17,6,"BC"
"1158","5929","2011",1535,89,358,54,4,3,"BC"
"1159","5931","1996",34591,123,6286,100,681,19,"BC"
"1160","5931","2001",37450,121,6938,97,649,18,"BC"
"1161","5931","2006",48396,129,7822,97,629,17,"BC"
"1162","5931","2011",50935,140,8565,115,573,15,"BC"
"1163","5931","2016",18962,138,5897,101,507,14,"BC"
"1164","5933","1996",1005246,1150,74260,782,442,45,"BC"
"1165","5933","2001",942432,1175,79887,817,719,37,"BC"
"1166","5933","2006",1194436,1211,83643,801,525,33,"BC"
"1167","5933","2011",1141706,1177,79119,800,942,25,"BC"
"1168","5933","2016",1354713,1017,73561,663,1552,26,"BC"
"1169","5935","1996",78695,1157,16978,963,9668,601,"BC"
"1170","5935","2001",59476,1102,19108,899,9532,508,"BC"
"1171","5935","2006",67214,1017,16901,826,7940,445,"BC"
"1172","5935","2011",77511,1020,15764,836,7838,372,"BC"
"1173","5935","2016",57973,879,14111,725,7788,305,"BC"
"1174","5937","1996",144732,1187,45186,925,2187,132,"BC"
"1175","5937","2001",179414,1175,50361,939,1362,109,"BC"
"1176","5937","2006",189343,1227,51620,954,2105,107,"BC"
"1177","5937","2011",208407,1167,51900,909,1942,94,"BC"
"1178","5937","2016",200985,1039,47868,788,1969,89,"BC"
"1179","5939","1996",83252,685,22494,492,507,47,"BC"
"1180","5939","2001",104484,616,24057,461,355,24,"BC"
"1181","5939","2006",102669,624,23185,472,1286,37,"BC"
"1182","5939","2011",94921,616,28289,487,1446,37,"BC"
"1183","5939","2016",101952,532,25301,422,228,25,"BC"
"1184","5941","1996",1046469,1149,122139,835,43,12,"BC"
"1185","5941","2001",988860,1188,145724,892,850,13,"BC"
"1186","5941","2006",1201127,1160,133742,851,235,7,"BC"
"1187","5941","2011",982967,1123,124661,849,278,7,"BC"
"1188","5941","2016",931481,919,111090,704,7,5,"BC"
"1189","5949","1996",31537,184,6626,131,13,6,"BC"
"1190","5951","1996",590231,970,131072,772,146,9,"BC"
"1191","5951","2006",673332,886,141968,713,55,5,"BC"
"1192","5951","2016",606346,747,136564,609,1567,14,"BC"
"1193","5953","1996",242700,650,56075,481,171,14,"BC"
"1194","5953","2001",248302,629,63880,486,341,10,"BC"
"1195","5953","2006",266825,621,62545,459,43,7,"BC"
"1196","5953","2011",236775,558,61677,442,65,10,"BC"
"1197","5953","2016",229055,492,54198,382,15,4,"BC"
"1198","5955","1996",2068725,1823,635478,1591,5401,24,"BC"
"1199","5955","2001",2146354,1774,690403,1570,10289,42,"BC"
"1200","5955","2006",2188081,1699,626987,1434,11965,28,"BC"
"1201","5955","2011",2034907,1532,663138,1353,36471,37,"BC"
"1202","5955","2016",1963496,1311,675119,1166,37794,31,"BC"
